phase,case,method,physical_world_id,termination,physical_seconds,collision,safe_return,operational_pass,time_near_home_seconds,max_home_distance_m,final_home_distance_m,final_speed_mps,adaptive_only_triplet
search-v1,case-012,PD_F,world-bdf8306a26a78e1e422f2db9980424ab5f26a90c19a7485302dce8b6bae4fce0,physical_collision,3.0199999999999996,True,False,True,1.8249999999999995,0.42457200330019185,0.42457200330019185,0.39735303358219826,False
search-v1,case-013,A_BAL,world-b3f33f7376899a8ec84d33d8f58f70529b0bd08bf46ade32ab9d5017068d030e,physical_collision,2.815,True,False,True,2.1950000000000003,0.31754829513880833,0.28961181257434543,0.33247931893273325,False
search-v1,case-013,F2,world-b3f33f7376899a8ec84d33d8f58f70529b0bd08bf46ade32ab9d5017068d030e,physical_collision,2.7949999999999995,True,False,True,2.209999999999999,0.3038255760503614,0.2716264666809025,0.31611596273761255,False
search-v1,case-013,PD_F,world-b3f33f7376899a8ec84d33d8f58f70529b0bd08bf46ade32ab9d5017068d030e,physical_collision,2.9099999999999993,True,False,True,2.05,0.46658508259317355,0.4128320302648304,0.4213916585556367,False
search-v1,case-014,A_BAL,world-bea5bda909cc38232ae9268cd4fb11b84185908dcb168856e99320775ef7f2ec,duration_complete,32.0,False,False,True,5.475000000000005,4.237133674283891,0.005807679036296862,0.006655717973646995,False
search-v1,case-014,F2,world-bea5bda909cc38232ae9268cd4fb11b84185908dcb168856e99320775ef7f2ec,duration_complete,32.0,False,False,True,5.170000000000002,4.122539774070998,0.006216748593038757,0.005783061513541708,False
search-v1,case-014,PD_F,world-bea5bda909cc38232ae9268cd4fb11b84185908dcb168856e99320775ef7f2ec,duration_complete,32.0,False,False,True,5.350000000000001,4.332493523922104,0.0025749061972521166,0.0029517224505152006,False
search-v1,case-015,A_BAL,world-d5c51393cca74c2e8c0c1fce222fd6c32fb784cc6aacc7053e807d68282c2f6c,duration_complete,32.0,False,True,True,11.12,3.906818372581123,0.004898501884024184,0.005223161890578941,False
search-v1,case-015,F2,world-d5c51393cca74c2e8c0c1fce222fd6c32fb784cc6aacc7053e807d68282c2f6c,duration_complete,32.0,False,True,True,13.33,4.558965064143596,0.0014652390567099613,0.002177827507674296,False
search-v1,case-015,PD_F,world-d5c51393cca74c2e8c0c1fce222fd6c32fb784cc6aacc7053e807d68282c2f6c,duration_complete,32.0,False,True,True,11.240000000000002,3.5000965004983846,0.002234096395749283,0.0024234797577935125,False
dense-search-v1,case-000,A_BAL,world-8b500f11392f93087273cf29f4dae8935141df78d48505c94e8304906df02f73,physical_collision,4.5,True,False,True,2.3699999999999997,1.0542228892714607,1.0542228892714607,0.4356505308418669,False
dense-search-v1,case-000,F2,world-8b500f11392f93087273cf29f4dae8935141df78d48505c94e8304906df02f73,duration_complete,32.0,False,False,True,10.360000000000003,4.16647291133734,0.0008720031229997064,0.000935836224595852,False
dense-search-v1,case-000,PD_F,world-8b500f11392f93087273cf29f4dae8935141df78d48505c94e8304906df02f73,duration_complete,32.0,False,False,False,14.149999999999999,2.417587015430327,0.0005256612647962239,0.0005635102439152359,False
dense-search-v1,case-001,A_BAL,world-68945c36aedd1c9a195e4bcd126cb2e22f5639b380dadde8b1a330f11a717279,physical_collision,4.834999999999999,True,False,True,3.504999999999999,0.7017502444563113,0.7017502444563113,0.3027969402116451,False
dense-search-v1,case-001,F2,world-68945c36aedd1c9a195e4bcd126cb2e22f5639b380dadde8b1a330f11a717279,physical_collision,4.6499999999999995,True,False,True,3.665,0.6051836809864768,0.6051836809864768,0.27127215038367947,False
dense-search-v1,case-001,PD_F,world-68945c36aedd1c9a195e4bcd126cb2e22f5639b380dadde8b1a330f11a717279,physical_collision,4.455,True,False,True,3.2000000000000006,0.5287288906995418,0.5287288906995418,0.42854252425884304,False
dense-search-v1,case-002,A_BAL,world-d904bd94520aa0db7d26cc3720eb519716dd87578dc75a68741949d68437da09,physical_collision,5.965,True,False,True,5.155000000000001,0.8639241996353518,0.8639241996353518,0.5170794356302216,False
dense-search-v1,case-002,F2,world-d904bd94520aa0db7d26cc3720eb519716dd87578dc75a68741949d68437da09,physical_collision,7.285,True,False,True,4.745000000000001,1.6676011324752837,1.6676011324752837,0.4936132771894662,False
dense-search-v1,case-002,PD_F,world-d904bd94520aa0db7d26cc3720eb519716dd87578dc75a68741949d68437da09,duration_complete,32.0,False,False,True,4.505000000000001,4.730016636045482,1.04679369163713,1.5007459939932386,False
dense-search-v1,case-003,A_BAL,world-ae76fa055cfc03f3a756b9b79ebe03377f069241d579b0caf5bf594bcccf5a4b,physical_collision,2.8249999999999997,True,False,True,2.5899999999999994,0.24355252339559966,0.2192060333155627,0.31816327640702174,False
dense-search-v1,case-003,F2,world-ae76fa055cfc03f3a756b9b79ebe03377f069241d579b0caf5bf594bcccf5a4b,physical_collision,2.8299999999999996,True,False,True,2.564999999999999,0.25093245642052214,0.22884036417201375,0.32012994204854045,False
dense-search-v1,case-003,PD_F,world-ae76fa055cfc03f3a756b9b79ebe03377f069241d579b0caf5bf594bcccf5a4b,physical_collision,2.9399999999999995,True,False,True,2.365000000000001,0.38522118069729877,0.3337731708461126,0.3568971802303605,False
dense-search-v1,case-004,A_BAL,world-bfac499c684bf5d513e9237abc500bd1a4b5edf8000a6e2bf7f9b3a1781365d0,physical_collision,20.989999999999995,True,False,True,8.954999999999998,2.4202585037783115,0.8667421800816083,0.4647205885804087,False
dense-search-v1,case-004,F2,world-bfac499c684bf5d513e9237abc500bd1a4b5edf8000a6e2bf7f9b3a1781365d0,duration_complete,32.0,False,False,True,12.75000000000001,3.1570940993556627,0.0033834514472336967,0.003673705686674943,False
