actual_collision,cell,collider_clearance_lower_m,control_count,controller_deadline_any,controller_deadline_miss_rate,controller_mean_seconds,controller_p95_seconds,diagnostic_callback_seconds,enclosure_clearance_lower_m,execution_wall_per_physical_second,execution_wall_seconds,learner_mean_seconds,library_seed,method,n_episodes,operational_violation,physical_time_seconds,physical_world_id,role,safe_task_completion,simulator_and_audit_seconds,statistic,termination
1,structured_effectiveness,-0.009638379638646576,100,1,0.33,0.02035755106713623,0.050936683779582374,0.0,-0.026239960099502132,0.5707759710796845,2.263126725330949,0.0,11,OPT,,0,3.965,world-671f193811cb4b8323bb0a8744584c14bdf4560a11ee9de9d6b3bd778e0708aa,main,0.0,0.18258079001680017,,physical_collision
0,structured_effectiveness,0.17549173068367305,350,0,0.0,0.01526303508718099,0.015714092715643346,0.0,0.15862060331072858,0.4377031758693712,6.127844462171197,0.0,23,F2,,0,14.0,world-671f193811cb4b8323bb0a8744584c14bdf4560a11ee9de9d6b3bd778e0708aa,main,1.0,0.5594098134897649,,duration_complete
0,structured_effectiveness,0.17445799905187181,350,0,0.0,0.015485739691981247,0.01617190702818334,0.0,0.15535864732308635,0.4456352841973837,6.238893978763372,0.0,23,DR,,0,14.0,world-671f193811cb4b8323bb0a8744584c14bdf4560a11ee9de9d6b3bd778e0708aa,main,1.0,0.5864363652653992,,duration_complete
1,structured_effectiveness,-0.004561832709601615,129,0,0.0,0.017147325181452802,0.01961127072572708,0.0,-0.011582054899973656,0.9872276153857549,5.07434994308278,0.01934052931592446,23,A,,0,5.14,world-671f193811cb4b8323bb0a8744584c14bdf4560a11ee9de9d6b3bd778e0708aa,main,0.0,0.20999383507296443,,physical_collision
1,structured_effectiveness,-0.006445133577368975,101,1,0.33663366336633666,0.02042047691411606,0.04990849690511823,0.0,-0.022326280351841695,0.568090856338738,2.289406151045114,0.0,23,OPT,,0,4.029999999999999,world-671f193811cb4b8323bb0a8744584c14bdf4560a11ee9de9d6b3bd778e0708aa,main,0.0,0.18317303946241736,,physical_collision
0,structured_effectiveness,0.17454430766733942,350,0,0.0,0.015416373889893293,0.015982306189835073,0.0,0.1554405518705062,0.4442113969874169,6.218959557823837,0.0,37,F2,,0,14.0,world-671f193811cb4b8323bb0a8744584c14bdf4560a11ee9de9d6b3bd778e0708aa,main,1.0,0.5870530400425196,,duration_complete
0,structured_effectiveness,0.17344849072946267,350,0,0.0,0.015359449736507876,0.015848012850619854,0.0,0.15551761058601155,0.44075865478121806,6.170621166937053,0.0,37,DR,,0,14.0,world-671f193811cb4b8323bb0a8744584c14bdf4560a11ee9de9d6b3bd778e0708aa,main,1.0,0.565415711607784,,duration_complete
1,structured_effectiveness,-0.005505427716293657,131,0,0.0,0.01731125570705715,0.019531900994479656,0.0,-0.01198622517545744,0.9957872779458165,5.212946400046349,0.01954655577819652,37,A,,0,5.234999999999999,world-671f193811cb4b8323bb0a8744584c14bdf4560a11ee9de9d6b3bd778e0708aa,main,0.0,0.21098629711195827,,physical_collision
1,structured_effectiveness,-0.009153451373622628,101,1,0.33663366336633666,0.0206422035231965,0.04933878127485514,0.0,-0.02500292174452545,0.5709357139604834,2.30372560583055,0.0,37,OPT,,0,4.034999999999999,world-671f193811cb4b8323bb0a8744584c14bdf4560a11ee9de9d6b3bd778e0708aa,main,0.0,0.17534705949947238,,physical_collision
0,structured_lag,0.17369121464235082,350,0,0.0,0.015528833799596345,0.016169537650421263,0.0,0.15509151179151168,0.44773452898620497,6.268283405806869,0.0,11,F2,,0,14.0,world-645c688aee7824d59eeb0c2acb86398d0cbd31191320d830599205b677dfb232,main,0.0,0.6035590576939285,,duration_complete
0,structured_lag,0.17522475034230103,350,0,0.0,0.015365239941914167,0.01591989817097783,0.0,0.1561203908460492,0.44173228477926124,6.184251986909658,0.0,11,DR,,0,14.0,world-645c688aee7824d59eeb0c2acb86398d0cbd31191320d830599205b677dfb232,main,0.0,0.5781156145967543,,duration_complete
0,structured_lag,0.17421613695265517,350,0,0.0,0.017340441718697547,0.020149971917271615,0.0,0.1556828146405955,1.001075586004715,14.015058204066008,0.01976947904165302,11,A,,0,14.0,world-645c688aee7824d59eeb0c2acb86398d0cbd31191320d830599205b677dfb232,main,0.0,0.565990558359772,,duration_complete
1,structured_lag,-0.008062904458883616,122,1,0.27049180327868855,0.018811152244108866,0.05345792623702435,0.0,-0.030267663445340397,0.5262078303217766,2.5678942119702697,0.0,11,OPT,,0,4.879999999999999,world-645c688aee7824d59eeb0c2acb86398d0cbd31191320d830599205b677dfb232,main,0.0,0.21990305464714766,,physical_collision
0,structured_lag,0.023768317488467576,350,0,0.0,0.015381214627996086,0.01605678254272789,0.0,0.008400260823500394,0.44207590113260914,6.189062615856528,0.0,23,F2,,0,14.0,world-645c688aee7824d59eeb0c2acb86398d0cbd31191320d830599205b677dfb232,main,0.0,0.5757854012772441,,duration_complete
1,structured_lag,-0.002453676285632212,150,0,0.0,0.01561615695245564,0.017017261474393308,0.0,-0.018571947690503,0.4508916958854787,2.6940778829157352,0.0,23,DR,,0,5.975,world-645c688aee7824d59eeb0c2acb86398d0cbd31191320d830599205b677dfb232,main,0.0,0.25743884965777397,,physical_collision
0,structured_lag,0.174037077184069,350,0,0.0,0.017331874136413846,0.01947707512881607,0.0,0.15552295529608803,1.0032359833629536,14.04530376708135,0.019745117983381664,23,A,,0,14.0,world-645c688aee7824d59eeb0c2acb86398d0cbd31191320d830599205b677dfb232,main,0.0,0.5421211887151003,,duration_complete
1,structured_lag,-0.003897312220339958,124,1,0.28225806451612906,0.017927049137201282,0.04878048964310437,0.0,-0.023985823547550876,0.5011940493622251,2.478404574096203,0.0,23,OPT,,0,4.944999999999999,world-645c688aee7824d59eeb0c2acb86398d0cbd31191320d830599205b677dfb232,main,0.0,0.20573213463649154,,physical_collision
0,structured_lag,0.030648888720766824,350,0,0.0,0.015399702960359198,0.016721483343280854,0.0,0.01602989905454274,0.4433724248582231,6.207213948015124,0.0,37,F2,,0,14.0,world-645c688aee7824d59eeb0c2acb86398d0cbd31191320d830599205b677dfb232,main,0.0,0.5767884720116854,,duration_complete
0,structured_lag,0.17515957147618672,350,0,0.0,0.015098838907267367,0.015587362460792065,0.0,0.15602486685652792,0.43469500654776183,6.085730091668665,0.0,37,DR,,0,14.0,world-645c688aee7824d59eeb0c2acb86398d0cbd31191320d830599205b677dfb232,main,0.0,0.5657437089830637,,duration_complete
0,structured_lag,0.17381206133129096,350,0,0.0,0.016994112647537675,0.0189210839336738,0.0,0.1553090455486211,0.9816573503028069,13.743202904239297,0.019455821652497565,37,A,,0,14.0,world-645c688aee7824d59eeb0c2acb86398d0cbd31191320d830599205b677dfb232,main,0.0,0.5436629797331989,,duration_complete
1,structured_lag,-0.008062904458883616,122,1,0.27049180327868855,0.017768849324831953,0.051938440860249104,0.0,-0.030267663445340397,0.494941061297737,2.4153123791329563,0.0,37,OPT,,0,4.879999999999999,world-645c688aee7824d59eeb0c2acb86398d0cbd31191320d830599205b677dfb232,main,0.0,0.19754278706386685,,physical_collision
0,structured_lag,0.17684882811730035,350,0,0.0,0.015347559839220983,0.015802337904460728,0.0,0.15861125595818737,0.4417042580566236,6.18385961279273,0.0,11,F2,,0,14.0,world-b49121a49e3717bb2d41d5db92aee856732e1bcc8152a942645f30ac2e6ff174,main,1.0,0.5733462916687131,,duration_complete
0,structured_lag,0.17579720831293474,350,0,0.0,0.015443482405639121,0.015952636138536036,0.0,0.15683756059131793,0.4440816482196429,6.2171430750750005,0.0,11,DR,,0,14.0,world-b49121a49e3717bb2d41d5db92aee856732e1bcc8152a942645f30ac2e6ff174,main,1.0,0.5766714066267014,,duration_complete
