actual_config_differences,baseline_role,baseline_value,cell,difference,inference,library_seed,method,metric,physical_world_id,role,value
"[""observation_config.motor_noise_N""]",oracle,0.0,navigation/combined/prescribed,0.0,descriptive paired physical world; no crossed confidence interval,11,F2,safe_task_completion,world-3fecd66fb4160ea583cde9a9152861cc32fc5991b18f36e90d5795b74148236e,motor_noise,0.0
"[""observation_config.motor_noise_N""]",oracle,0.17336526030856134,navigation/combined/prescribed,-0.004054116961585419,descriptive paired physical world; no crossed confidence interval,11,F2,collider_clearance_lower_m,world-3fecd66fb4160ea583cde9a9152861cc32fc5991b18f36e90d5795b74148236e,motor_noise,0.16931114334697592
"[""observation_config.motor_noise_N""]",oracle,0.0,navigation/combined/prescribed,0.0,descriptive paired physical world; no crossed confidence interval,11,F2,controller_deadline_miss_rate,world-3fecd66fb4160ea583cde9a9152861cc32fc5991b18f36e90d5795b74148236e,motor_noise,0.0
"[""observation_config.motor_noise_N""]",oracle,0,navigation/combined/prescribed,0,descriptive paired physical world; no crossed confidence interval,11,A,actual_collision,world-3fecd66fb4160ea583cde9a9152861cc32fc5991b18f36e90d5795b74148236e,motor_noise,0
"[""observation_config.motor_noise_N""]",oracle,0.0,navigation/combined/prescribed,0.0,descriptive paired physical world; no crossed confidence interval,11,A,safe_task_completion,world-3fecd66fb4160ea583cde9a9152861cc32fc5991b18f36e90d5795b74148236e,motor_noise,0.0
"[""observation_config.motor_noise_N""]",oracle,0.17198413088891082,navigation/combined/prescribed,-0.01389094010248798,descriptive paired physical world; no crossed confidence interval,11,A,collider_clearance_lower_m,world-3fecd66fb4160ea583cde9a9152861cc32fc5991b18f36e90d5795b74148236e,motor_noise,0.15809319078642284
"[""observation_config.motor_noise_N""]",oracle,0.0,navigation/combined/prescribed,0.0,descriptive paired physical world; no crossed confidence interval,11,A,controller_deadline_miss_rate,world-3fecd66fb4160ea583cde9a9152861cc32fc5991b18f36e90d5795b74148236e,motor_noise,0.0
"[""observation_config.position_noise_m""]",oracle,0,structured/combined/prescribed,0,descriptive paired physical world; no crossed confidence interval,11,F2,actual_collision,world-6f64c6864d1713739f0f3a1f55a064f3b2c16683170a99bdf4ff3b204719de04,position_noise,0
"[""observation_config.position_noise_m""]",oracle,0.0,structured/combined/prescribed,1.0,descriptive paired physical world; no crossed confidence interval,11,F2,safe_task_completion,world-6f64c6864d1713739f0f3a1f55a064f3b2c16683170a99bdf4ff3b204719de04,position_noise,1.0
"[""observation_config.position_noise_m""]",oracle,0.17295362207970075,structured/combined/prescribed,-0.06495605691898768,descriptive paired physical world; no crossed confidence interval,11,F2,collider_clearance_lower_m,world-6f64c6864d1713739f0f3a1f55a064f3b2c16683170a99bdf4ff3b204719de04,position_noise,0.10799756516071307
"[""observation_config.position_noise_m""]",oracle,0.0,structured/combined/prescribed,0.0,descriptive paired physical world; no crossed confidence interval,11,F2,controller_deadline_miss_rate,world-6f64c6864d1713739f0f3a1f55a064f3b2c16683170a99bdf4ff3b204719de04,position_noise,0.0
"[""observation_config.position_noise_m""]",oracle,0,structured/combined/prescribed,0,descriptive paired physical world; no crossed confidence interval,11,A,actual_collision,world-6f64c6864d1713739f0f3a1f55a064f3b2c16683170a99bdf4ff3b204719de04,position_noise,0
"[""observation_config.position_noise_m""]",oracle,0.0,structured/combined/prescribed,1.0,descriptive paired physical world; no crossed confidence interval,11,A,safe_task_completion,world-6f64c6864d1713739f0f3a1f55a064f3b2c16683170a99bdf4ff3b204719de04,position_noise,1.0
"[""observation_config.position_noise_m""]",oracle,0.1755162508399283,structured/combined/prescribed,-0.032134392933725164,descriptive paired physical world; no crossed confidence interval,11,A,collider_clearance_lower_m,world-6f64c6864d1713739f0f3a1f55a064f3b2c16683170a99bdf4ff3b204719de04,position_noise,0.14338185790620314
"[""observation_config.position_noise_m""]",oracle,0.0,structured/combined/prescribed,0.0,descriptive paired physical world; no crossed confidence interval,11,A,controller_deadline_miss_rate,world-6f64c6864d1713739f0f3a1f55a064f3b2c16683170a99bdf4ff3b204719de04,position_noise,0.0
"[""observation_config.position_noise_m""]",oracle,0,navigation/combined/prescribed,0,descriptive paired physical world; no crossed confidence interval,11,F2,actual_collision,world-3fecd66fb4160ea583cde9a9152861cc32fc5991b18f36e90d5795b74148236e,position_noise,0
"[""observation_config.position_noise_m""]",oracle,0.0,navigation/combined/prescribed,0.0,descriptive paired physical world; no crossed confidence interval,11,F2,safe_task_completion,world-3fecd66fb4160ea583cde9a9152861cc32fc5991b18f36e90d5795b74148236e,position_noise,0.0
"[""observation_config.position_noise_m""]",oracle,0.17336526030856134,navigation/combined/prescribed,-0.0027460353845582264,descriptive paired physical world; no crossed confidence interval,11,F2,collider_clearance_lower_m,world-3fecd66fb4160ea583cde9a9152861cc32fc5991b18f36e90d5795b74148236e,position_noise,0.1706192249240031
"[""observation_config.position_noise_m""]",oracle,0.0,navigation/combined/prescribed,0.0,descriptive paired physical world; no crossed confidence interval,11,F2,controller_deadline_miss_rate,world-3fecd66fb4160ea583cde9a9152861cc32fc5991b18f36e90d5795b74148236e,position_noise,0.0
"[""observation_config.position_noise_m""]",oracle,0,navigation/combined/prescribed,0,descriptive paired physical world; no crossed confidence interval,11,A,actual_collision,world-3fecd66fb4160ea583cde9a9152861cc32fc5991b18f36e90d5795b74148236e,position_noise,0
"[""observation_config.position_noise_m""]",oracle,0.0,navigation/combined/prescribed,0.0,descriptive paired physical world; no crossed confidence interval,11,A,safe_task_completion,world-3fecd66fb4160ea583cde9a9152861cc32fc5991b18f36e90d5795b74148236e,position_noise,0.0
"[""observation_config.position_noise_m""]",oracle,0.17198413088891082,navigation/combined/prescribed,-0.07623296261427981,descriptive paired physical world; no crossed confidence interval,11,A,collider_clearance_lower_m,world-3fecd66fb4160ea583cde9a9152861cc32fc5991b18f36e90d5795b74148236e,position_noise,0.09575116827463101
"[""observation_config.position_noise_m""]",oracle,0.0,navigation/combined/prescribed,0.0,descriptive paired physical world; no crossed confidence interval,11,A,controller_deadline_miss_rate,world-3fecd66fb4160ea583cde9a9152861cc32fc5991b18f36e90d5795b74148236e,position_noise,0.0
"[""observation_config.obstacle_position_bias_m""]",oracle,0,structured/combined/prescribed,0,descriptive paired physical world; no crossed confidence interval,11,F2,actual_collision,world-6f64c6864d1713739f0f3a1f55a064f3b2c16683170a99bdf4ff3b204719de04,obstacle_bias,0
"[""observation_config.obstacle_position_bias_m""]",oracle,0.0,structured/combined/prescribed,0.0,descriptive paired physical world; no crossed confidence interval,11,F2,safe_task_completion,world-6f64c6864d1713739f0f3a1f55a064f3b2c16683170a99bdf4ff3b204719de04,obstacle_bias,0.0
"[""observation_config.obstacle_position_bias_m""]",oracle,0.17295362207970075,structured/combined/prescribed,0.01888526158211551,descriptive paired physical world; no crossed confidence interval,11,F2,collider_clearance_lower_m,world-6f64c6864d1713739f0f3a1f55a064f3b2c16683170a99bdf4ff3b204719de04,obstacle_bias,0.19183888366181626
"[""observation_config.obstacle_position_bias_m""]",oracle,0.0,structured/combined/prescribed,0.0,descriptive paired physical world; no crossed confidence interval,11,F2,controller_deadline_miss_rate,world-6f64c6864d1713739f0f3a1f55a064f3b2c16683170a99bdf4ff3b204719de04,obstacle_bias,0.0
"[""observation_config.obstacle_position_bias_m""]",oracle,0,structured/combined/prescribed,0,descriptive paired physical world; no crossed confidence interval,11,A,actual_collision,world-6f64c6864d1713739f0f3a1f55a064f3b2c16683170a99bdf4ff3b204719de04,obstacle_bias,0
"[""observation_config.obstacle_position_bias_m""]",oracle,0.0,structured/combined/prescribed,0.0,descriptive paired physical world; no crossed confidence interval,11,A,safe_task_completion,world-6f64c6864d1713739f0f3a1f55a064f3b2c16683170a99bdf4ff3b204719de04,obstacle_bias,0.0
"[""observation_config.obstacle_position_bias_m""]",oracle,0.1755162508399283,structured/combined/prescribed,0.018168385361083866,descriptive paired physical world; no crossed confidence interval,11,A,collider_clearance_lower_m,world-6f64c6864d1713739f0f3a1f55a064f3b2c16683170a99bdf4ff3b204719de04,obstacle_bias,0.19368463620101217
"[""observation_config.obstacle_position_bias_m""]",oracle,0.0,structured/combined/prescribed,0.0,descriptive paired physical world; no crossed confidence interval,11,A,controller_deadline_miss_rate,world-6f64c6864d1713739f0f3a1f55a064f3b2c16683170a99bdf4ff3b204719de04,obstacle_bias,0.0
"[""observation_config.obstacle_position_bias_m""]",oracle,0,navigation/combined/prescribed,0,descriptive paired physical world; no crossed confidence interval,11,F2,actual_collision,world-3fecd66fb4160ea583cde9a9152861cc32fc5991b18f36e90d5795b74148236e,obstacle_bias,0
"[""observation_config.obstacle_position_bias_m""]",oracle,0.0,navigation/combined/prescribed,0.0,descriptive paired physical world; no crossed confidence interval,11,F2,safe_task_completion,world-3fecd66fb4160ea583cde9a9152861cc32fc5991b18f36e90d5795b74148236e,obstacle_bias,0.0
"[""observation_config.obstacle_position_bias_m""]",oracle,0.17336526030856134,navigation/combined/prescribed,-0.03431475143772869,descriptive paired physical world; no crossed confidence interval,11,F2,collider_clearance_lower_m,world-3fecd66fb4160ea583cde9a9152861cc32fc5991b18f36e90d5795b74148236e,obstacle_bias,0.13905050887083265
"[""observation_config.obstacle_position_bias_m""]",oracle,0.0,navigation/combined/prescribed,0.0,descriptive paired physical world; no crossed confidence interval,11,F2,controller_deadline_miss_rate,world-3fecd66fb4160ea583cde9a9152861cc32fc5991b18f36e90d5795b74148236e,obstacle_bias,0.0
"[""observation_config.obstacle_position_bias_m""]",oracle,0,navigation/combined/prescribed,0,descriptive paired physical world; no crossed confidence interval,11,A,actual_collision,world-3fecd66fb4160ea583cde9a9152861cc32fc5991b18f36e90d5795b74148236e,obstacle_bias,0
"[""observation_config.obstacle_position_bias_m""]",oracle,0.0,navigation/combined/prescribed,0.0,descriptive paired physical world; no crossed confidence interval,11,A,safe_task_completion,world-3fecd66fb4160ea583cde9a9152861cc32fc5991b18f36e90d5795b74148236e,obstacle_bias,0.0
"[""observation_config.obstacle_position_bias_m""]",oracle,0.17198413088891082,navigation/combined/prescribed,-0.04498857545269519,descriptive paired physical world; no crossed confidence interval,11,A,collider_clearance_lower_m,world-3fecd66fb4160ea583cde9a9152861cc32fc5991b18f36e90d5795b74148236e,obstacle_bias,0.12699555543621563
"[""observation_config.obstacle_position_bias_m""]",oracle,0.0,navigation/combined/prescribed,0.0,descriptive paired physical world; no crossed confidence interval,11,A,controller_deadline_miss_rate,world-3fecd66fb4160ea583cde9a9152861cc32fc5991b18f36e90d5795b74148236e,obstacle_bias,0.0
