K,component,observation,repetition,seconds
8,controller,navigation_combined,18,0.014510648790746927
8,learner,navigation_combined,18,0.015497824177145958
32,learner,structured_nominal,19,0.01677147764712572
32,controller,structured_nominal,19,0.014664809219539165
32,learner,structured_combined,19,0.016522031277418137
32,controller,structured_combined,19,0.014438333921134472
32,learner,navigation_nominal,19,0.016475948970764875
32,controller,navigation_nominal,19,0.014688416849821806
32,learner,navigation_combined,19,0.01640455098822713
32,controller,navigation_combined,19,0.014505915809422731
4,learner,structured_nominal,19,0.015412264969199896
4,controller,structured_nominal,19,0.014099964406341314
4,learner,structured_combined,19,0.015344875864684582
4,controller,structured_combined,19,0.014064185321331024
4,learner,navigation_nominal,19,0.015342873055487871
4,controller,navigation_nominal,19,0.016742275562137365
4,learner,navigation_combined,19,0.01546654338017106
4,controller,navigation_combined,19,0.018693143036216497
8,learner,structured_nominal,19,0.016126774717122316
8,controller,structured_nominal,19,0.01702248677611351
8,learner,structured_combined,19,0.0157203390263021
8,controller,structured_combined,19,0.015127474907785654
8,learner,navigation_nominal,19,0.015750248916447163
8,controller,navigation_nominal,19,0.014928705058991909
8,learner,navigation_combined,19,0.0157363498583436
8,controller,navigation_combined,19,0.015203941613435745
16,learner,structured_nominal,19,0.016128018032759428
16,controller,structured_nominal,19,0.013677280861884356
16,learner,structured_combined,19,0.01602561492472887
16,controller,structured_combined,19,0.013733571860939264
16,learner,navigation_nominal,19,0.016101661138236523
16,controller,navigation_nominal,19,0.014047735836356878
16,learner,navigation_combined,19,0.01610113773494959
16,controller,navigation_combined,19,0.013713766820728779
32,controller,structured_nominal,20,0.014501977246254683
32,learner,structured_nominal,20,0.016499137971550226
32,controller,structured_combined,20,0.014385833870619535
32,learner,structured_combined,20,0.016599279828369617
32,controller,navigation_nominal,20,0.014842853881418705
32,learner,navigation_nominal,20,0.016611997969448566
32,controller,navigation_combined,20,0.014695310965180397
32,learner,navigation_combined,20,0.01662313099950552
16,controller,structured_nominal,20,0.014168184716254473
16,learner,structured_nominal,20,0.01609409088268876
16,controller,structured_combined,20,0.01430888893082738
16,learner,structured_combined,20,0.016128332819789648
16,controller,navigation_nominal,20,0.014024487230926752
16,learner,navigation_nominal,20,0.016158622223883867
16,controller,navigation_combined,20,0.01385854510590434
16,learner,navigation_combined,20,0.016076821368187666
8,controller,structured_nominal,20,0.01811232604086399
8,learner,structured_nominal,20,0.016037440858781338
8,controller,structured_combined,20,0.016590336337685585
8,learner,structured_combined,20,0.015629667788743973
8,controller,navigation_nominal,20,0.015186537057161331
8,learner,navigation_nominal,20,0.01566268363967538
8,controller,navigation_combined,20,0.01473517483100295
8,learner,navigation_combined,20,0.0155657809227705
4,controller,structured_nominal,20,0.01396749122068286
4,learner,structured_nominal,20,0.015497736167162657
4,controller,structured_combined,20,0.014676169026643038
4,learner,structured_combined,20,0.015533769968897104
4,controller,navigation_nominal,20,0.015181960072368383
4,learner,navigation_nominal,20,0.01558084599673748
4,controller,navigation_combined,20,0.015400269068777561
4,learner,navigation_combined,20,0.015491288155317307
4,learner,structured_nominal,21,0.01609140820801258
4,controller,structured_nominal,21,0.01810431992635131
4,learner,structured_combined,21,0.015524207148700953
4,controller,structured_combined,21,0.01666956814005971
4,learner,navigation_nominal,21,0.01552638504654169
4,controller,navigation_nominal,21,0.01564620202407241
4,learner,navigation_combined,21,0.015329529996961355
4,controller,navigation_combined,21,0.015022975858300924
32,learner,structured_nominal,21,0.016688973642885685
32,controller,structured_nominal,21,0.015344645828008652
32,learner,structured_combined,21,0.017230714205652475
32,controller,structured_combined,21,0.015448912046849728
32,learner,navigation_nominal,21,0.017183969728648663
32,controller,navigation_nominal,21,0.015382823068648577
32,learner,navigation_combined,21,0.016949300654232502
32,controller,navigation_combined,21,0.0157720809802413
16,learner,structured_nominal,21,0.016801245044916868
16,controller,structured_nominal,21,0.014910805970430374
16,learner,structured_combined,21,0.016363015864044428
16,controller,structured_combined,21,0.01458200067281723
16,learner,navigation_nominal,21,0.016162335872650146
16,controller,navigation_nominal,21,0.014258753973990679
16,learner,navigation_combined,21,0.016149618197232485
16,controller,navigation_combined,21,0.013754324056208134
8,learner,structured_nominal,21,0.0158571507781744
8,controller,structured_nominal,21,0.016231373883783817
8,learner,structured_combined,21,0.015613763593137264
8,controller,structured_combined,21,0.016848145052790642
8,learner,navigation_nominal,21,0.015965061727911234
8,controller,navigation_nominal,21,0.016794074326753616
8,learner,navigation_combined,21,0.01581880310550332
8,controller,navigation_combined,21,0.01855374500155449
8,controller,structured_nominal,22,0.014343482907861471
8,learner,structured_nominal,22,0.01565081998705864
8,controller,structured_combined,22,0.014543219935148954
8,learner,structured_combined,22,0.015581616200506687
8,controller,navigation_nominal,22,0.015354301780462265
8,learner,navigation_nominal,22,0.0157150998711586
8,controller,navigation_combined,22,0.015900488942861557
8,learner,navigation_combined,22,0.015551079995930195
4,controller,structured_nominal,22,0.01446681609377265
4,learner,structured_nominal,22,0.015537751838564873
4,controller,structured_combined,22,0.016768781933933496
4,learner,structured_combined,22,0.015668352134525776
4,controller,navigation_nominal,22,0.015735610853880644
4,learner,navigation_nominal,22,0.015478251036256552
4,controller,navigation_combined,22,0.01789427502080798
4,learner,navigation_combined,22,0.015862021129578352
32,controller,structured_nominal,22,0.015652894973754883
32,learner,structured_nominal,22,0.016872915904968977
32,controller,structured_combined,22,0.015056789852678776
32,learner,structured_combined,22,0.016778495628386736
32,controller,navigation_nominal,22,0.015644548926502466
32,learner,navigation_nominal,22,0.016992788761854172
32,controller,navigation_combined,22,0.015372944064438343
32,learner,navigation_combined,22,0.016859668772667646
16,controller,structured_nominal,22,0.01469807792454958
16,learner,structured_nominal,22,0.016370071563869715
16,controller,structured_combined,22,0.01531218085438013
16,learner,structured_combined,22,0.0165835521183908
16,controller,navigation_nominal,22,0.014990078285336494
16,learner,navigation_nominal,22,0.016496643889695406
16,controller,navigation_combined,22,0.014701512176543474
16,learner,navigation_combined,22,0.01615588227286935
16,learner,structured_nominal,23,0.016789457760751247
16,controller,structured_nominal,23,0.014662121888250113
16,learner,structured_combined,23,0.016318321228027344
16,controller,structured_combined,23,0.01419319910928607
16,learner,navigation_nominal,23,0.016241237986832857
16,controller,navigation_nominal,23,0.01403529616072774
16,learner,navigation_combined,23,0.016042658127844334
16,controller,navigation_combined,23,0.01390770124271512
8,learner,structured_nominal,23,0.01584127778187394
8,controller,structured_nominal,23,0.015315684955567122
8,learner,structured_combined,23,0.01584124518558383
8,controller,structured_combined,23,0.01482579717412591
8,learner,navigation_nominal,23,0.015766491182148457
8,controller,navigation_nominal,23,0.014956601895391941
8,learner,navigation_combined,23,0.015744781121611595
8,controller,navigation_combined,23,0.014593902975320816
4,learner,structured_nominal,23,0.015487641096115112
4,controller,structured_nominal,23,0.014369622804224491
4,learner,structured_combined,23,0.015418536961078644
4,controller,structured_combined,23,0.013839274644851685
4,learner,navigation_nominal,23,0.015507778152823448
4,controller,navigation_nominal,23,0.014067339710891247
4,learner,navigation_combined,23,0.015584192238748074
4,controller,navigation_combined,23,0.016436769161373377
32,learner,structured_nominal,23,0.01701915729790926
32,controller,structured_nominal,23,0.014926779083907604
32,learner,structured_combined,23,0.01695000659674406
32,controller,structured_combined,23,0.014903877396136522
32,learner,navigation_nominal,23,0.01667270204052329
32,controller,navigation_nominal,23,0.014649748336523771
32,learner,navigation_combined,23,0.016679908148944378
32,controller,navigation_combined,23,0.014762328937649727
4,controller,structured_nominal,24,0.013776092790067196
4,learner,structured_nominal,24,0.01558403018862009
4,controller,structured_combined,24,0.01344263693317771
4,learner,structured_combined,24,0.015477112028747797
4,controller,navigation_nominal,24,0.013756878208369017
4,learner,navigation_nominal,24,0.015312029980123043
4,controller,navigation_combined,24,0.013816607184708118
4,learner,navigation_combined,24,0.015327312052249908
8,controller,structured_nominal,24,0.014702055137604475
8,learner,structured_nominal,24,0.015780122950673103
8,controller,structured_combined,24,0.016798336058855057
8,learner,structured_combined,24,0.016024966724216938
8,controller,navigation_nominal,24,0.018805991858243942
8,learner,navigation_nominal,24,0.015763638075441122
8,controller,navigation_combined,24,0.016116727143526077
8,learner,navigation_combined,24,0.015710003208369017
16,controller,structured_nominal,24,0.01471664011478424
16,learner,structured_nominal,24,0.01670917496085167
16,controller,structured_combined,24,0.014582665637135506
16,learner,structured_combined,24,0.01598100597038865
16,controller,navigation_nominal,24,0.014436319936066866
16,learner,navigation_nominal,24,0.015997723210603
16,controller,navigation_combined,24,0.013977868016809225
16,learner,navigation_combined,24,0.016019158996641636
32,controller,structured_nominal,24,0.015401356853544712
32,learner,structured_nominal,24,0.017078727018088102
32,controller,structured_combined,24,0.015165716875344515
32,learner,structured_combined,24,0.016585283912718296
32,controller,navigation_nominal,24,0.015064718201756477
32,learner,navigation_nominal,24,0.016606294084340334
32,controller,navigation_combined,24,0.015579868108034134
32,learner,navigation_combined,24,0.017004420049488544
8,learner,structured_nominal,25,0.016990322154015303
8,controller,structured_nominal,25,0.018309122882783413
8,learner,structured_combined,25,0.015747719444334507
8,controller,structured_combined,25,0.016720201820135117
8,learner,navigation_nominal,25,0.015699211973696947
8,controller,navigation_nominal,25,0.015245283953845501
8,learner,navigation_combined,25,0.015747894998639822
8,controller,navigation_combined,25,0.01458688685670495
16,learner,structured_nominal,25,0.016202325001358986
16,controller,structured_nominal,25,0.013961194083094597
16,learner,structured_combined,25,0.016090751625597477
16,controller,structured_combined,25,0.013298256788402796
16,learner,navigation_nominal,25,0.016033788211643696
16,controller,navigation_nominal,25,0.013786373194307089
16,learner,navigation_combined,25,0.016065197065472603
16,controller,navigation_combined,25,0.013948703184723854
32,learner,structured_nominal,25,0.016722414176911116
32,controller,structured_nominal,25,0.01437779562547803
32,learner,structured_combined,25,0.01661750301718712
32,controller,structured_combined,25,0.014250719919800758
32,learner,navigation_nominal,25,0.016590797808021307
32,controller,navigation_nominal,25,0.014496615622192621
32,learner,navigation_combined,25,0.016540532000362873
32,controller,navigation_combined,25,0.01435550395399332
4,learner,structured_nominal,25,0.015548628754913807
4,controller,structured_nominal,25,0.014364236034452915
4,learner,structured_combined,25,0.015440441202372313
4,controller,structured_combined,25,0.014521440956741571
4,learner,navigation_nominal,25,0.015336720272898674
4,controller,navigation_nominal,25,0.014179479330778122
4,learner,navigation_combined,25,0.01528687821701169
4,controller,navigation_combined,25,0.013870710972696543
16,controller,structured_nominal,26,0.013861503917723894
16,learner,structured_nominal,26,0.016232215333729982
16,controller,structured_combined,26,0.01430389191955328
16,learner,structured_combined,26,0.016100856009870768
16,controller,navigation_nominal,26,0.014377433340996504
16,learner,navigation_nominal,26,0.01613384112715721
16,controller,navigation_combined,26,0.014413585886359215
16,learner,navigation_combined,26,0.016037057153880596
32,controller,structured_nominal,26,0.014835899695754051
32,learner,structured_nominal,26,0.01659599132835865
32,controller,structured_combined,26,0.01455554086714983
32,learner,structured_combined,26,0.01661079516634345
32,controller,navigation_nominal,26,0.01479238411411643
32,learner,navigation_nominal,26,0.01648773206397891
32,controller,navigation_combined,26,0.014292179141193628
32,learner,navigation_combined,26,0.016356192994862795
4,controller,structured_nominal,26,0.014582004863768816
4,learner,structured_nominal,26,0.01546423090621829
4,controller,structured_combined,26,0.01412503607571125
4,learner,structured_combined,26,0.015397340059280396
4,controller,navigation_nominal,26,0.013896055985242128
4,learner,navigation_nominal,26,0.015368778258562088
4,controller,navigation_combined,26,0.014499378856271505
4,learner,navigation_combined,26,0.01542293094098568
8,controller,structured_nominal,26,0.015438873786479235
8,learner,structured_nominal,26,0.01566027570515871
8,controller,structured_combined,26,0.014583643060177565
8,learner,structured_combined,26,0.015678812749683857
8,controller,navigation_nominal,26,0.014654462225735188
8,learner,navigation_nominal,26,0.01562782609835267
8,controller,navigation_combined,26,0.014959948137402534
8,learner,navigation_combined,26,0.015534838195890188
32,learner,structured_nominal,27,0.017075144220143557
32,controller,structured_nominal,27,0.014956096187233925
32,learner,structured_combined,27,0.016607601661235094
32,controller,structured_combined,27,0.01453785179182887
32,learner,navigation_nominal,27,0.01654398674145341
32,controller,navigation_nominal,27,0.014481162186712027
32,learner,navigation_combined,27,0.016655344050377607
32,controller,navigation_combined,27,0.014464867301285267
4,learner,structured_nominal,27,0.015438523143529892
4,controller,structured_nominal,27,0.01421622559428215
4,learner,structured_combined,27,0.01541397999972105
4,controller,structured_combined,27,0.014045146759599447
4,learner,navigation_nominal,27,0.015532494988292456
4,controller,navigation_nominal,27,0.014809767249971628
4,learner,navigation_combined,27,0.015585063025355339
4,controller,navigation_combined,27,0.014016090892255306
8,learner,structured_nominal,27,0.015835599973797798
8,controller,structured_nominal,27,0.014822183176875114
8,learner,structured_combined,27,0.015693137887865305
8,controller,structured_combined,27,0.014454021118581295
8,learner,navigation_nominal,27,0.01577425515279174
8,controller,navigation_nominal,27,0.014431876130402088
8,learner,navigation_combined,27,0.015647583175450563
8,controller,navigation_combined,27,0.015174164902418852
16,learner,structured_nominal,27,0.016131839249283075
16,controller,structured_nominal,27,0.013613963965326548
16,learner,structured_combined,27,0.01605244493111968
16,controller,structured_combined,27,0.01345858909189701
16,learner,navigation_nominal,27,0.015850768890231848
16,controller,navigation_nominal,27,0.013595755212008953
16,learner,navigation_combined,27,0.015995793044567108
16,controller,navigation_combined,27,0.013433766085654497
32,controller,structured_nominal,28,0.014414218720048666
32,learner,structured_nominal,28,0.016655355226248503
32,controller,structured_combined,28,0.014505915809422731
32,learner,structured_combined,28,0.016817132011055946
32,controller,navigation_nominal,28,0.01517448015511036
32,learner,navigation_nominal,28,0.016707974951714277
32,controller,navigation_combined,28,0.015149161219596863
32,learner,navigation_combined,28,0.016546846367418766
16,controller,structured_nominal,28,0.014182988088577986
16,learner,structured_nominal,28,0.016059329267591238
16,controller,structured_combined,28,0.013803171925246716
16,learner,structured_combined,28,0.016091278288513422
16,controller,navigation_nominal,28,0.014148092828691006
16,learner,navigation_nominal,28,0.016040625050663948
16,controller,navigation_combined,28,0.013690686784684658
16,learner,navigation_combined,28,0.015949189197272062
8,controller,structured_nominal,28,0.014855997636914253
8,learner,structured_nominal,28,0.015776777639985085
8,controller,structured_combined,28,0.015476678032428026
8,learner,structured_combined,28,0.015613996423780918
8,controller,navigation_nominal,28,0.014963541645556688
8,learner,navigation_nominal,28,0.015585557091981173
8,controller,navigation_combined,28,0.014499036129564047
8,learner,navigation_combined,28,0.0155542460270226
4,controller,structured_nominal,28,0.014059104025363922
4,learner,structured_nominal,28,0.015419005881994963
4,controller,structured_combined,28,0.013832603115588427
4,learner,structured_combined,28,0.015439608134329319
4,controller,navigation_nominal,28,0.013941022101789713
4,learner,navigation_nominal,28,0.015318504069000483
4,controller,navigation_combined,28,0.014069833792746067
4,learner,navigation_combined,28,0.01541496068239212
4,learner,structured_nominal,29,0.015579620841890574
4,controller,structured_nominal,29,0.015338988974690437
4,learner,structured_combined,29,0.015335496049374342
4,controller,structured_combined,29,0.01427918067201972
4,learner,navigation_nominal,29,0.015337754972279072
4,controller,navigation_nominal,29,0.014008414931595325
4,learner,navigation_combined,29,0.015217467211186886
4,controller,navigation_combined,29,0.013600113335996866
32,learner,structured_nominal,29,0.016593968030065298
32,controller,structured_nominal,29,0.014429374132305384
32,learner,structured_combined,29,0.016534571070224047
32,controller,structured_combined,29,0.014395433012396097
32,learner,navigation_nominal,29,0.016583533957600594
32,controller,navigation_nominal,29,0.01440219720825553
32,learner,navigation_combined,29,0.0165906623005867
32,controller,navigation_combined,29,0.01420640479773283
16,learner,structured_nominal,29,0.016085862182080746
16,controller,structured_nominal,29,0.01379671972244978
16,learner,structured_combined,29,0.015994433779269457
16,controller,structured_combined,29,0.01374252513051033
16,learner,navigation_nominal,29,0.016016976907849312
16,controller,navigation_nominal,29,0.013861537910997868
16,learner,navigation_combined,29,0.015961753204464912
16,controller,navigation_combined,29,0.013880306389182806
8,learner,structured_nominal,29,0.01570241618901491
8,controller,structured_nominal,29,0.01495402492582798
8,learner,structured_combined,29,0.015637822914868593
8,controller,structured_combined,29,0.014612948056310415
8,learner,navigation_nominal,29,0.015701035037636757
8,controller,navigation_nominal,29,0.014790591318160295
8,learner,navigation_combined,29,0.015530544333159924
8,controller,navigation_combined,29,0.014484626241028309
8,controller,structured_nominal,30,0.014297481160610914
8,learner,structured_nominal,30,0.015715499874204397
8,controller,structured_combined,30,0.014131783042103052
8,learner,structured_combined,30,0.015433043241500854
8,controller,navigation_nominal,30,0.01416294788941741
8,learner,navigation_nominal,30,0.015427090227603912
8,controller,navigation_combined,30,0.014342461246997118
8,learner,navigation_combined,30,0.015569878742098808
4,controller,structured_nominal,30,0.014004118274897337
4,learner,structured_nominal,30,0.015394169837236404
4,controller,structured_combined,30,0.013834577053785324
4,learner,structured_combined,30,0.0153597891330719
4,controller,navigation_nominal,30,0.014361130073666573
4,learner,navigation_nominal,30,0.01532917795702815
4,controller,navigation_combined,30,0.014038783963769674
4,learner,navigation_combined,30,0.015394166111946106
32,controller,structured_nominal,30,0.014328841120004654
32,learner,structured_nominal,30,0.01650183228775859
32,controller,structured_combined,30,0.014485763385891914
32,learner,structured_combined,30,0.01647518202662468
32,controller,navigation_nominal,30,0.014914795756340027
32,learner,navigation_nominal,30,0.01644184999167919
32,controller,navigation_combined,30,0.014367002993822098
32,learner,navigation_combined,30,0.016482717357575893
16,controller,structured_nominal,30,0.01405427698045969
16,learner,structured_nominal,30,0.01603932213038206
16,controller,structured_combined,30,0.013822561129927635
16,learner,structured_combined,30,0.016068494878709316
16,controller,navigation_nominal,30,0.01416805386543274
16,learner,navigation_nominal,30,0.01606329483911395
16,controller,navigation_combined,30,0.013956268783658743
16,learner,navigation_combined,30,0.01600863691419363
16,learner,structured_nominal,31,0.0162725611589849
16,controller,structured_nominal,31,0.014022073242813349
16,learner,structured_combined,31,0.016139104031026363
16,controller,structured_combined,31,0.013798159081488848
16,learner,navigation_nominal,31,0.01602558232843876
16,controller,navigation_nominal,31,0.013724576216191053
16,learner,navigation_combined,31,0.01593908481299877
16,controller,navigation_combined,31,0.013475875835865736
8,learner,structured_nominal,31,0.015767952892929316
8,controller,structured_nominal,31,0.01493027899414301
8,learner,structured_combined,31,0.01566895190626383
8,controller,structured_combined,31,0.014469838235527277
8,learner,navigation_nominal,31,0.015577119775116444
8,controller,navigation_nominal,31,0.014712332282215357
8,learner,navigation_combined,31,0.0156245781108737
8,controller,navigation_combined,31,0.014652469661086798
4,learner,structured_nominal,31,0.015522622969001532
4,controller,structured_nominal,31,0.014015142805874348
4,learner,structured_combined,31,0.015352196991443634
4,controller,structured_combined,31,0.01383105805143714
4,learner,navigation_nominal,31,0.015358372125774622
4,controller,navigation_nominal,31,0.013939887750893831
4,learner,navigation_combined,31,0.015427711885422468
4,controller,navigation_combined,31,0.013647325802594423
32,learner,structured_nominal,31,0.016618068795651197
32,controller,structured_nominal,31,0.014291039202362299
32,learner,structured_combined,31,0.01657546777278185
32,controller,structured_combined,31,0.014270892832428217
32,learner,navigation_nominal,31,0.016489712987095118
32,controller,navigation_nominal,31,0.014489104971289635
32,learner,navigation_combined,31,0.016497896052896976
32,controller,navigation_combined,31,0.014252664986997843
4,controller,structured_nominal,32,0.013642462901771069
4,learner,structured_nominal,32,0.015215496066957712
4,controller,structured_combined,32,0.013473441824316978
4,learner,structured_combined,32,0.01522943377494812
4,controller,navigation_nominal,32,0.013762341812252998
4,learner,navigation_nominal,32,0.015340365003794432
4,controller,navigation_combined,32,0.013592868577688932
4,learner,navigation_combined,32,0.015079728793352842
8,controller,structured_nominal,32,0.014267526101320982
8,learner,structured_nominal,32,0.015597015153616667
8,controller,structured_combined,32,0.014322319999337196
8,learner,structured_combined,32,0.015553285833448172
8,controller,navigation_nominal,32,0.014480984769761562
8,learner,navigation_nominal,32,0.015512234065681696
8,controller,navigation_combined,32,0.014466076157987118
8,learner,navigation_combined,32,0.015428734011948109
16,controller,structured_nominal,32,0.01382132014259696
16,learner,structured_nominal,32,0.01601012609899044
16,controller,structured_combined,32,0.013689458835870028
16,learner,structured_combined,32,0.01605713926255703
16,controller,navigation_nominal,32,0.013855100609362125
16,learner,navigation_nominal,32,0.015856693033128977
16,controller,navigation_combined,32,0.013868669979274273
16,learner,navigation_combined,32,0.015831864904612303
32,controller,structured_nominal,32,0.014496459625661373
32,learner,structured_nominal,32,0.0164322592318058
32,controller,structured_combined,32,0.014348170254379511
32,learner,structured_combined,32,0.016374345868825912
32,controller,navigation_nominal,32,0.014428447000682354
32,learner,navigation_nominal,32,0.016412935219705105
32,controller,navigation_combined,32,0.014587562996894121
32,learner,navigation_combined,32,0.01643800502642989
8,learner,structured_nominal,33,0.015997586771845818
8,controller,structured_nominal,33,0.016455633100122213
8,learner,structured_combined,33,0.015646893065422773
8,controller,structured_combined,33,0.014990549068897963
8,learner,navigation_nominal,33,0.015643643215298653
8,controller,navigation_nominal,33,0.014659025706350803
8,learner,navigation_combined,33,0.015685881953686476
8,controller,navigation_combined,33,0.014309568796306849
16,learner,structured_nominal,33,0.01597715402022004
16,controller,structured_nominal,33,0.013350069057196379
16,learner,structured_combined,33,0.0159595450386405
16,controller,structured_combined,33,0.013732998166233301
16,learner,navigation_nominal,33,0.015919295139610767
16,controller,navigation_nominal,33,0.013610928319394588
16,learner,navigation_combined,33,0.01590724103152752
16,controller,navigation_combined,33,0.01326423930004239
32,learner,structured_nominal,33,0.01650818483904004
32,controller,structured_nominal,33,0.014364449307322502
32,learner,structured_combined,33,0.016420713160187006
32,controller,structured_combined,33,0.014178290963172913
32,learner,navigation_nominal,33,0.0164740770123899
32,controller,navigation_nominal,33,0.014241613913327456
32,learner,navigation_combined,33,0.01653347024694085
32,controller,navigation_combined,33,0.014404767658561468
4,learner,structured_nominal,33,0.015432203188538551
4,controller,structured_nominal,33,0.014077852945774794
4,learner,structured_combined,33,0.01529628923162818
4,controller,structured_combined,33,0.013728247955441475
4,learner,navigation_nominal,33,0.01533867884427309
4,controller,navigation_nominal,33,0.0145912179723382
4,learner,navigation_combined,33,0.015257386956363916
4,controller,navigation_combined,33,0.013741398230195045
16,controller,structured_nominal,34,0.013635253999382257
16,learner,structured_nominal,34,0.015897869132459164
16,controller,structured_combined,34,0.01375646609812975
16,learner,structured_combined,34,0.015876409132033587
16,controller,navigation_nominal,34,0.013826011214405298
16,learner,navigation_nominal,34,0.015898774843662977
16,controller,navigation_combined,34,0.013705444056540728
16,learner,navigation_combined,34,0.015916532836854458
32,controller,structured_nominal,34,0.014485529158264399
32,learner,structured_nominal,34,0.016426047775894403
32,controller,structured_combined,34,0.014251507818698883
32,learner,structured_combined,34,0.016333313193172216
32,controller,navigation_nominal,34,0.014495430048555136
32,learner,navigation_nominal,34,0.01633685128763318
32,controller,navigation_combined,34,0.014354572165757418
32,learner,navigation_combined,34,0.01629816275089979
4,controller,structured_nominal,34,0.014514691196382046
4,learner,structured_nominal,34,0.015298653393983841
4,controller,structured_combined,34,0.013702359050512314
4,learner,structured_combined,34,0.015366185922175646
4,controller,navigation_nominal,34,0.01448436314240098
4,learner,navigation_nominal,34,0.0153340520337224
4,controller,navigation_combined,34,0.014710817951709032
4,learner,navigation_combined,34,0.015270452946424484
8,controller,structured_nominal,34,0.014766215812414885
8,learner,structured_nominal,34,0.015632058959454298
8,controller,structured_combined,34,0.01439068978652358
8,learner,structured_combined,34,0.015582091175019741
8,controller,navigation_nominal,34,0.014668247196823359
8,learner,navigation_nominal,34,0.015711999032646418
8,controller,navigation_combined,34,0.016287202015519142
8,learner,navigation_combined,34,0.015718346927314997
32,learner,structured_nominal,35,0.017315441742539406
32,controller,structured_nominal,35,0.01512432610616088
32,learner,structured_combined,35,0.016812693793326616
32,controller,structured_combined,35,0.01457842392846942
32,learner,navigation_nominal,35,0.016654667910188437
32,controller,navigation_nominal,35,0.015019134152680635
32,learner,navigation_combined,35,0.01658575190231204
32,controller,navigation_combined,35,0.01443004421889782
4,learner,structured_nominal,35,0.01569736935198307
4,controller,structured_nominal,35,0.014796763192862272
4,learner,structured_combined,35,0.015310711227357388
4,controller,structured_combined,35,0.013841698877513409
4,learner,navigation_nominal,35,0.015570471994578838
4,controller,navigation_nominal,35,0.013867165893316269
4,learner,navigation_combined,35,0.015396857168525457
4,controller,navigation_combined,35,0.013850526884198189
8,learner,structured_nominal,35,0.015636505093425512
8,controller,structured_nominal,35,0.014541016891598701
8,learner,structured_combined,35,0.015709214843809605
8,controller,structured_combined,35,0.014508325140923262
8,learner,navigation_nominal,35,0.01572280516847968
8,controller,navigation_nominal,35,0.014518305193632841
8,learner,navigation_combined,35,0.015665538143366575
8,controller,navigation_combined,35,0.014634884893894196
16,learner,structured_nominal,35,0.016223805025219917
16,controller,structured_nominal,35,0.013684844132512808
16,learner,structured_combined,35,0.016144145745784044
16,controller,structured_combined,35,0.013743827119469643
16,learner,navigation_nominal,35,0.016053262166678905
16,controller,navigation_nominal,35,0.01363052474334836
16,learner,navigation_combined,35,0.015981045085936785
16,controller,navigation_combined,35,0.013614241033792496
32,controller,structured_nominal,36,0.01453077094629407
32,learner,structured_nominal,36,0.016414032317698002
32,controller,structured_combined,36,0.0143078682012856
32,learner,structured_combined,36,0.016464891377836466
32,controller,navigation_nominal,36,0.014314922969788313
32,learner,navigation_nominal,36,0.016390470787882805
32,controller,navigation_combined,36,0.0142416269518435
32,learner,navigation_combined,36,0.016384056769311428
16,controller,structured_nominal,36,0.013828018680214882
16,learner,structured_nominal,36,0.015945599880069494
16,controller,structured_combined,36,0.013660083059221506
16,learner,structured_combined,36,0.015925101935863495
16,controller,navigation_nominal,36,0.014025385025888681
16,learner,navigation_nominal,36,0.01598529703915119
16,controller,navigation_combined,36,0.014136772137135267
16,learner,navigation_combined,36,0.016306592151522636
8,controller,structured_nominal,36,0.018713664263486862
8,learner,structured_nominal,36,0.01576603390276432
8,controller,structured_combined,36,0.015866972971707582
8,learner,structured_combined,36,0.015564142726361752
8,controller,navigation_nominal,36,0.014750120230019093
8,learner,navigation_nominal,36,0.015487798023968935
8,controller,navigation_combined,36,0.014445086009800434
8,learner,navigation_combined,36,0.015417218673974276
4,controller,structured_nominal,36,0.013850972056388855
4,learner,structured_nominal,36,0.015356583055108786
4,controller,structured_combined,36,0.013617909979075193
4,learner,structured_combined,36,0.015281446278095245
4,controller,navigation_nominal,36,0.013985632453113794
4,learner,navigation_nominal,36,0.01516654109582305
4,controller,navigation_combined,36,0.01356836874037981
4,learner,navigation_combined,36,0.01522991107776761
4,learner,structured_nominal,37,0.015484330710023642
4,controller,structured_nominal,37,0.015063867904245853
4,learner,structured_combined,37,0.0152475549839437
4,controller,structured_combined,37,0.014384002890437841
4,learner,navigation_nominal,37,0.015364677179604769
4,controller,navigation_nominal,37,0.014153137803077698
4,learner,navigation_combined,37,0.015356013085693121
4,controller,navigation_combined,37,0.014105475042015314
32,learner,structured_nominal,37,0.016711606178432703
32,controller,structured_nominal,37,0.014434829819947481
32,learner,structured_combined,37,0.016506037209182978
32,controller,structured_combined,37,0.014354885090142488
32,learner,navigation_nominal,37,0.01636979216709733
32,controller,navigation_nominal,37,0.01412354689091444
32,learner,navigation_combined,37,0.016452958807349205
32,controller,navigation_combined,37,0.013960291631519794
16,learner,structured_nominal,37,0.01606939872726798
16,controller,structured_nominal,37,0.013379350770264864
16,learner,structured_combined,37,0.015971233136951923
16,controller,structured_combined,37,0.013574328739196062
16,learner,navigation_nominal,37,0.01596505008637905
16,controller,navigation_nominal,37,0.013495486695319414
16,learner,navigation_combined,37,0.015946641098707914
16,controller,navigation_combined,37,0.013233425095677376
8,learner,structured_nominal,37,0.015610633883625269
8,controller,structured_nominal,37,0.014344612136483192
8,learner,structured_combined,37,0.015526812057942152
8,controller,structured_combined,37,0.0140689960680902
8,learner,navigation_nominal,37,0.015517644118517637
8,controller,navigation_nominal,37,0.01429776381701231
